85	96
85	97
85	98
85	99
85	100
86	101
86	102
86	103
86	104
86	105
87	106
87	107
87	108
87	109
87	110
88	111
88	112
88	113
88	114
88	115
89	116
89	117
89	118
89	119
89	120
90	121
90	122
90	123
90	124
90	125
91	126
91	127
91	128
91	129
91	130
92	131
92	132
92	133
92	134
92	135
93	136
93	137
93	138
93	139
93	140
94	141
94	142
94	143
94	144
95	145
95	146
95	147
95	148
95	149
96	150
96	151
96	152
96	153
96	154
97	155
97	156
97	157
97	158
98	159
98	160
98	161
98	162
98	163
99	164
99	165
99	166
99	167
99	168
100	169
100	170
100	171
100	172
101	173
101	174
101	175
101	176
101	177
102	178
83	86
83	87
83	88
83	89
83	90
84	91
84	92
84	93
84	94
84	95
102	179
102	180
102	181
102	182
103	183
103	184
103	185
103	186
104	187
104	188
104	189
104	190
104	191
105	192
105	193
105	194
105	195
106	196
106	197
106	198
106	199
106	200
107	201
107	202
107	203
107	204
107	205
108	206
108	207
108	208
108	209
108	210
109	211
109	212
109	213
109	214
109	215
110	216
110	217
110	218
110	219
110	220
111	221
111	222
111	223
111	224
112	225
112	226
112	227
112	228
112	229
113	230
113	231
113	232
113	233
113	234
114	235
114	236
114	237
114	238
114	239
115	240
115	241
115	242
115	243
115	244
116	245
116	246
116	247
116	248
116	249
117	250
117	251
117	252
117	253
117	254
118	255
118	256
119	257
119	258
119	259
119	260
119	261
120	262
120	263
120	264
120	265
120	266
121	267
121	268
121	269
121	270
121	271
122	272
122	273
122	274
122	275
122	276
123	277
123	278
123	279
123	280
124	281
124	282
124	283
124	284
124	285
125	286
125	287
125	288
125	289
125	290
126	291
126	292
126	293
127	294
127	295
127	296
127	297
128	298
128	299
128	300
128	301
129	302
129	303
129	304
129	305
129	306
130	307
130	308
130	309
130	310
130	311
131	312
131	313
131	314
131	315
132	316
132	317
132	318
132	319
133	320
133	321
133	322
133	323
133	324
134	325
134	326
134	327
134	328
134	329
135	330
135	331
135	332
135	333
135	334
136	335
136	336
136	337
137	338
137	339
137	340
137	341
137	342
138	343
138	344
139	345
139	346
139	347
140	348
140	349
140	350
140	351
141	352
141	353
141	354
141	355
142	356
142	357
142	358
142	359
142	360
143	361
143	362
143	363
143	364
143	365
144	366
144	367
144	368
144	369
145	370
145	371
145	372
145	373
145	374
146	375
146	376
146	377
147	378
147	379
147	380
147	381
148	382
148	383
148	384
148	385
148	386
149	387
149	388
149	389
149	390
149	391
150	392
150	393
150	394
150	395
150	396
151	397
151	398
151	399
151	400
151	401
152	402
152	403
152	404
152	405
152	406
153	407
153	408
153	409
153	410
153	411
154	412
154	413
154	414
154	415
154	416
155	417
155	418
155	419
155	420
155	421
156	422
156	423
156	424
156	425
156	426
157	427
157	428
157	429
157	430
158	431
158	432
158	433
158	434
158	435
159	436
159	437
159	438
159	439
159	440
160	441
160	442
160	443
161	444
161	445
161	446
162	447
162	448
163	449
163	450
163	451
164	452
164	453
164	454
164	455
164	456
165	457
165	458
165	459
165	460
165	461
166	462
166	463
166	464
166	465
166	466
167	467
167	468
167	469
167	470
167	471
168	472
168	473
168	474
168	475
168	476
169	477
169	478
169	479
169	480
170	481
170	482
170	483
170	484
171	485
171	486
171	487
171	488
172	489
172	490
172	491
172	492
172	493
173	494
173	495
173	496
173	497
173	498
174	499
174	500
174	501
174	502
174	503
175	504
175	505
175	506
175	507
176	508
176	509
176	510
176	511
176	512
177	513
177	514
177	515
177	516
177	517
178	518
178	519
178	520
179	521
179	522
179	523
179	524
179	525
180	526
180	527
181	528
181	529
181	530
181	531
182	532
182	533
182	534
182	535
183	536
183	537
183	538
183	539
183	540
184	541
184	542
184	543
184	544
184	545
185	546
185	547
185	548
185	549
186	550
186	551
186	552
186	553
186	554
187	555
187	556
187	557
187	558
187	559
188	560
188	561
188	562
188	563
189	564
189	565
189	566
189	567
189	568
190	569
190	570
190	571
190	572
191	573
191	574
191	575
191	576
191	577
192	578
192	579
192	580
192	581
192	582
193	583
193	584
193	585
194	586
194	587
194	588
195	589
195	590
195	591
195	592
195	593
196	594
196	595
196	596
196	597
197	598
197	599
197	600
197	601
198	602
198	603
198	604
198	605
198	606
199	607
199	608
199	609
199	610
200	611
200	612
200	613
201	614
201	615
201	616
201	617
202	618
203	619
204	620
204	621
204	622
204	623
205	624
205	625
205	626
205	627
205	628
206	629
206	630
206	631
206	632
206	633
207	634
207	635
207	636
208	637
208	638
209	639
209	640
209	641
209	642
209	643
210	644
210	645
210	646
210	647
210	648
211	649
212	650
212	651
212	652
212	653
213	654
213	655
213	656
213	657
213	658
214	659
215	660
215	661
215	662
215	663
215	664
216	665
216	666
216	667
216	668
216	669
217	670
217	671
217	672
217	673
217	674
218	675
218	676
218	677
219	678
219	679
219	680
219	681
219	682
220	683
220	684
220	685
220	686
220	687
221	688
221	689
221	690
221	691
222	692
222	693
222	694
222	695
222	696
223	697
223	698
224	699
224	700
224	701
224	702
224	703
225	704
225	705
225	706
225	707
225	708
226	709
226	710
226	711
226	712
226	713
227	714
227	715
227	716
227	717
228	718
228	719
228	720
228	721
228	722
229	723
229	724
229	725
229	726
229	727
230	728
230	729
230	730
230	731
231	732
231	733
231	734
231	735
231	736
232	737
232	738
232	739
232	740
233	741
233	742
233	743
234	744
234	745
234	746
234	747
235	748
235	749
236	750
236	751
236	752
237	753
238	754
238	755
238	756
238	757
239	758
239	759
239	760
239	761
240	762
240	763
240	764
241	765
241	766
241	767
241	768
242	769
242	770
242	771
242	772
243	773
243	774
243	775
243	776
243	777
244	778
244	779
245	780
245	781
245	782
245	783
245	784
246	785
246	786
246	787
246	788
246	789
247	790
248	791
248	792
248	793
248	794
248	795
249	796
249	797
249	798
249	799
250	800
250	801
250	802
250	803
250	804
251	805
251	806
251	807
251	808
251	809
252	810
252	811
252	812
252	813
252	814
253	815
253	816
253	817
254	818
254	819
255	820
255	821
255	822
255	823
255	824
256	825
256	826
256	827
256	828
257	829
257	830
257	831
258	832
258	833
258	834
258	835
258	836
259	837
259	838
259	839
259	840
259	841
260	842
260	843
260	844
261	845
261	846
262	847
262	848
262	849
262	850
263	851
263	852
263	853
263	854
263	855
264	856
264	857
264	858
265	859
265	860
265	861
266	862
266	863
267	864
267	865
267	866
267	867
268	868
268	869
268	870
268	871
269	872
269	873
269	874
269	875
269	876
270	877
270	878
270	879
270	880
270	881
271	882
271	883
271	884
271	885
271	886
272	887
272	888
272	889
272	890
273	891
273	892
273	893
273	894
274	895
274	896
274	897
274	898
274	899
275	900
275	901
275	902
275	903
275	904
276	905
276	906
276	907
276	908
276	909
277	910
277	911
277	912
277	913
278	914
278	915
278	916
278	917
278	918
279	919
279	920
280	921
280	922
280	923
280	924
281	925
281	926
281	927
281	928
282	929
282	930
282	931
282	932
282	933
283	934
283	935
283	936
283	937
283	938
284	939
284	940
284	941
285	942
285	943
285	944
285	945
286	946
286	947
286	948
286	949
286	950
287	951
287	952
287	953
288	954
288	955
289	956
289	957
289	958
289	959
289	960
290	961
290	962
290	963
290	964
290	965
291	966
291	967
292	968
292	969
292	970
292	971
293	972
293	973
293	974
293	975
293	976
294	977
294	978
294	979
294	980
295	981
295	982
295	983
296	984
296	985
